r_fighter,b_fighter,winner,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg
Alan Jouban,Mike Perry,Red,1,69,133,0.51,69,133,0.52,2,5,0.4,0,0,66,17,7,5.67,3.77,0.5,0.44,0.6,0.58,0.3,0.51,0,37,90,0.41,37,90,0.41,0,0,0,0,0,0,14,8,4.32,5.16,0.47,0.4,0.52,0.78,0.2,0.81
Henrique da Silva,Paul Craig,Blue,0,16,24,0.66,23,33,0.7,1,3,0.33,0,0,201,14,5,3.89,5.28,0.6,0.14,0.4,0.22,0.2,0.25,0,31,49,0.63,57,75,0.76,1,2,0.5,3,0,128,17,7,2.42,2.86,0.46,0.22,0.45,0.37,1.6,1.76
Cole Miller,Mizuto Hirota,Blue,0,21,60,0.35,22,61,0.36,0,0,0,0,1,63,21,11,3,3.88,0.33,0.36,0.59,0.38,1.8,0.6,0,57,114,0.5,165,242,0.68,6,7,0.85,0,0,588,18,10,3.36,3.5,0.4,0.5,0.54,0.58,0.1,1.36
Bryan Barberena,Colby Covington,Blue,0,41,111,0.36,100,172,0.58,0,0,0,0,0,0,18,12,5.35,4.59,0.48,0.22,0.44,0.5,0.3,0.13,0,76,141,0.53,96,167,0.57,12,17,0.7,0,0,547,17,4,3.88,2.98,0.38,0.44,0.55,0.67,0.2,3.79
James Moontasri,Alex Morono,Blue,0,46,95,0.48,48,97,0.49,0,0,0,0,0,19,9,5,2.39,3.86,0.48,0,0.4,0.79,0.2,0,0,111,186,0.59,112,187,0.6,0,3,0,0,0,54,23,9,5.02,4.17,0.41,0.22,0.58,0.5,0.3,0.34
Josh Emmett,Scott Holtzman,Red,0,87,160,0.54,99,175,0.57,8,12,0.66,1,0,239,19,4,4.04,4.61,0.36,0.37,0.61,0.46,0.1,0.91,0,65,179,0.36,96,215,0.45,3,4,0.75,0,0,195,14,6,4.32,3.66,0.47,0.56,0.55,0.67,0.2,1.88
Leslie Smith,Irene Aldana,Red,1,169,401,0.42,172,404,0.43,0,0,0,0,0,17,10,7,7.56,8.41,0.4,0,0.51,0.62,0,0,0,108,256,0.42,108,256,0.42,1,1,1,0,0,6,15,7,5.24,6.33,0.4,0.5,0.57,0.76,0.2,0.16
Eddie Wineland,Takeya Mizugaki,Red,2,9,32,0.28,9,32,0.28,0,0,0,0,0,6,24,16,3.4,3.76,0.29,0.33,0.68,0.86,0.1,0.34,0,13,40,0.32,13,40,0.32,0,0,0,0,0,0,21,11,3.37,3.27,0.37,0.57,0.57,0.7,0.1,1.46
Hector Sandoval,Fredy Serrano,Red,0,33,67,0.49,42,76,0.55,2,12,0.16,2,0,160,14,4,3.31,2.33,0.52,0.25,0.65,0.71,1.4,3.49,0,22,87,0.25,22,87,0.25,0,8,0,0,0,8,3,2,1.58,1.89,0.26,0.25,0.61,0.84,0,2.84
Bojan Velickovic,Sultan Aliev,Blue,0,22,53,0.41,126,160,0.79,0,1,0,1,0,24,15,6,2.18,2.31,0.34,0.25,0.57,0.55,0.5,0.67,0,15,26,0.57,86,105,0.82,2,3,0.66,0,1,552,15,3,1.41,2.2,0.45,0.38,0.56,1,0,1.76
Max Holloway,Anthony Pettis,Red,1,94,208,0.45,98,212,0.46,2,2,1,0,0,36,25,7,7.17,4.75,0.47,0.53,0.59,0.84,0.3,0.27,0,53,158,0.33,55,160,0.34,0,2,0,0,0,84,24,10,3.05,3.44,0.47,0.5,0.54,0.6,1.1,0.61
Donald Cerrone,Matt Brown,Red,2,63,147,0.42,64,148,0.43,0,3,0,0,0,35,36,17,4.41,4.48,0.46,0.33,0.53,0.73,1.2,1.16,1,70,128,0.54,73,131,0.56,0,2,0,1,0,4,26,19,3.76,2.92,0.55,0.46,0.55,0.63,1.3,1.68
Cub Swanson,Dooho Choi,Red,0,111,210,0.52,122,226,0.54,2,5,0.4,0,1,150,29,13,4.7,3.84,0.5,0.52,0.59,0.61,0.4,1.09,0,77,160,0.48,87,170,0.51,1,5,0.2,0,0,53,14,4,4.74,4.91,0.53,0.2,0.54,0.5,0,0.29
Tim Kennedy,Kelvin Gastelum,Blue,0,45,108,0.41,51,115,0.44,3,8,0.37,0,0,234,18,6,2.78,1.84,0.47,0.35,0.62,0.7,0.7,2.58,1,62,110,0.56,68,116,0.59,0,0,0,0,1,70,18,9,3.55,3.23,0.41,0.3,0.58,0.59,0.1,0.96
Jordan Mein,Emil Meek,Blue,0,34,61,0.55,35,62,0.56,3,5,0.6,0,0,98,31,12,3.35,2.55,0.44,0.58,0.69,0.66,0.2,1.56,0,50,133,0.37,96,190,0.51,1,2,0.5,1,0,504,9,5,2.52,2.53,0.39,0.33,0.38,0.47,1,0.25
Nikita Krylov,Misha Cirkunov,Blue,0,16,29,0.55,26,40,0.65,1,2,0.5,0,0,93,30,9,4.38,2.47,0.55,0.38,0.44,0.53,1.4,2.29,0,8,18,0.44,13,24,0.54,2,3,0.66,1,1,40,15,9,3.86,3.06,0.51,0.39,0.57,0.76,1.7,4.15
Olivier Aubin-Mercier,Drew Dober,Red,0,27,53,0.5,30,56,0.54,0,0,0,1,1,93,11,5,2.48,2.97,0.51,0.33,0.55,0.7,0.5,2.36,1,24,71,0.33,33,80,0.41,0,0,0,0,0,72,27,13,4.34,4.23,0.4,0.18,0.51,0.56,0.1,0.71
Valerie Letourneau,Viviane Pereira,Blue,0,47,153,0.3,69,175,0.39,1,1,1,0,0,106,8,6,4.51,5.4,0.37,0.45,0.58,0.66,0.3,0.77,0,25,97,0.25,42,122,0.34,1,1,1,0,0,224,13,2,2.7,4.48,0.3,1,0.58,0.28,0.2,0.25
Mitch Gagnon,Matthew Lopez,Blue,1,31,50,0.62,42,61,0.69,1,4,0.25,0,0,124,12,5,2.76,2.21,0.46,0.25,0.61,0.65,1.9,1.16,0,30,54,0.55,53,78,0.68,5,6,0.83,1,1,557,10,4,3.13,3.73,0.5,0.6,0.55,0.71,1.3,3.32
John Makdessi,Lando Vannata,Blue,0,11,13,0.84,11,13,0.85,0,0,0,0,0,0,18,9,5.52,4.15,0.49,0,0.68,0.86,0,0,1,10,32,0.31,10,32,0.31,0,0,0,0,0,1,12,7,4.52,4.76,0.45,0.37,0.55,0.69,0.3,1.09
Jason Saggo,Rustam Khabilov,Blue,0,19,72,0.26,43,100,0.43,0,2,0,0,0,0,12,4,2.5,2.94,0.39,0.4,0.52,0.23,0,2.33,0,42,102,0.41,93,156,0.6,4,5,0.8,0,0,348,24,4,1.98,2.16,0.34,0.41,0.65,0.61,0.1,3.95
Zach Makovsky,Dustin Ortiz,Blue,0,21,44,0.47,29,52,0.56,4,10,0.4,1,1,127,20,8,1.94,2.24,0.43,0.3,0.62,0.56,0.3,3.71,0,34,65,0.52,109,146,0.75,4,9,0.44,0,2,490,19,8,2.94,2.17,0.44,0.36,0.56,0.52,0.1,3.01
Derrick Lewis,Shamil Abdurakhimov,Red,0,39,90,0.43,46,97,0.47,1,3,0.33,0,0,102,27,12,2.43,2.48,0.5,0.26,0.4,0.53,0,0.53,0,15,37,0.4,77,106,0.73,4,11,0.36,1,0,452,20,8,2.41,3.02,0.44,0.23,0.55,0.45,0.1,1.01
Francis Ngannou,Anthony Hamilton,Red,0,1,1,1,1,1,1,0,0,0,1,0,6,17,3,2.33,2.16,0.41,0.62,0.41,0.71,0.3,0.76,0,0,3,0,0,3,0,1,2,0.5,0,0,44,15,9,3.91,3.02,0.65,0.42,0.45,0.78,0,2.62
Corey Anderson,Sean O'Connell,Red,0,66,103,0.64,94,133,0.71,5,5,1,0,0,406,14,5,4.43,2.22,0.46,0.5,0.59,0.83,0,4.89,0,9,22,0.4,15,29,0.52,0,0,0,0,0,0,17,9,5.46,6.77,0.48,0,0.45,0.3,0.5,0
Gian Villante,Saparbeg Safarov,Red,1,60,108,0.55,73,121,0.6,0,0,0,0,0,23,17,14,4.38,5.47,0.44,0.23,0.55,0.83,0,0.45,0,37,131,0.28,37,131,0.28,0,2,0,0,0,12,9,3,4.03,2.96,0.48,0.41,0.47,0.33,0,2.52
Justine Kish,Ashley Yoder,Red,0,51,107,0.47,59,117,0.5,1,1,1,1,2,325,7,4,4.51,4.59,0.48,0.33,0.57,0.5,0.1,0.87,0,44,116,0.37,77,156,0.49,1,2,0.5,0,3,120,8,9,3.42,4.13,0.39,0.27,0.47,0.66,0.6,1.09
Randy Brown,Brian Camozzi,Red,1,42,82,0.51,50,90,0.56,1,1,1,0,0,236,18,5,4.37,3.33,0.46,0.39,0.54,0.74,0.5,0.78,0,11,35,0.31,13,37,0.35,0,3,0,1,0,30,7,5,3.15,6.39,0.26,0,0.54,0,0.7,0
Joseph Gigliotti,Gerald Meerschaert,Blue,0,5,20,0.25,6,21,0.29,1,1,1,0,0,39,7,2,1.04,2.92,0.39,1,0.45,0.5,0.8,1.56,0,14,34,0.41,18,39,0.46,0,2,0,1,0,65,36,17,3.18,3.37,0.45,0.38,0.53,0.34,1.6,2.17
Andrew Sanchez,Trevor Smith,Red,0,74,204,0.36,79,209,0.38,0,0,0,0,0,27,13,7,4.3,5.1,0.43,0.36,0.5,1,0,2.55,0,61,141,0.43,66,149,0.44,0,2,0,0,0,43,15,10,3.29,3.31,0.55,0.32,0.51,0.6,0.7,1.7
Tiago dos Santos e Silva,Shane Burgos,Blue,0,56,200,0.28,57,201,0.28,1,12,0.08,0,0,112,20,7,3.69,4.23,0.35,0.11,0.59,0.33,0.3,0.63,1,73,189,0.38,87,216,0.4,1,1,1,0,0,87,15,3,7.4,6.78,0.52,0.44,0.56,0.91,0.4,0.43
Frankie Perez,Marc Diakiese,Blue,0,20,51,0.39,27,59,0.46,1,3,0.33,0,0,204,10,4,1.64,2.17,0.41,0.41,0.54,0.5,0.3,1.75,0,9,34,0.26,38,66,0.58,6,13,0.46,0,0,429,17,7,2.54,2.64,0.4,0.43,0.52,0.66,0,3.29
Keith Berish,Ryan Janes,Blue,0,61,168,0.36,68,175,0.39,2,5,0.4,0,0,52,5,1,3.58,4.81,0.36,0.4,0.62,0,0,1.76,0,82,214,0.38,99,237,0.42,0,0,0,0,1,178,10,3,7.69,5.53,0.48,1,0.59,0.58,0,0.35
Juliana Lima,JJ Aldrich,Red,0,56,124,0.45,90,161,0.56,4,6,0.66,0,0,424,9,5,1.94,2.11,0.44,0.31,0.55,0.7,0,1.72,0,31,81,0.38,111,161,0.69,0,0,0,0,0,46,13,6,4.05,4.53,0.46,0.25,0.6,0.66,0,0.71
Demetrious Johnson,Tim Elliott,Red,0,28,58,0.48,86,116,0.74,5,7,0.71,3,1,998,27,3,3.43,1.66,0.54,0.56,0.67,0.65,0.5,3.35,0,24,61,0.39,110,157,0.7,4,4,1,2,0,218,21,13,3.39,2.66,0.44,0.47,0.56,0.59,1,3.73
Joseph Benavidez,Henry Cejudo,Red,0,69,232,0.29,69,232,0.3,0,0,0,0,0,1,28,8,3.52,2.67,0.34,0.3,0.61,0.62,0.6,1.41,1,68,195,0.34,70,197,0.36,1,7,0.14,0,0,13,16,4,3.77,3.29,0.46,0.32,0.6,0.75,0.2,1.99
Jake Ellenberger,Jorge Masvidal,Blue,0,11,31,0.35,11,31,0.35,0,1,0,0,0,3,31,15,2.47,2.83,0.39,0.47,0.6,0.86,0.4,2.04,0,44,63,0.69,50,70,0.71,0,0,0,0,0,38,35,17,4.05,3.05,0.47,0.59,0.64,0.72,0.3,1.38
Ion Cutelaba,Jared Cannonier,Blue,0,45,142,0.31,50,148,0.34,6,7,0.85,0,0,286,17,10,4.44,3.43,0.43,0.57,0.47,0.76,0,4.17,0,59,94,0.62,83,121,0.69,0,2,0,0,0,189,17,6,4.68,4.13,0.52,0.42,0.59,0.63,0,0.44
Sara McMann,Alexis Davis,Red,0,14,36,0.38,25,47,0.53,2,2,1,1,0,0,13,6,2.26,1.92,0.46,0.65,0.47,0.5,0.5,4.38,0,21,29,0.72,55,66,0.83,0,0,0,1,0,370,21,11,4.63,4.45,0.49,0.44,0.54,0.34,0.7,0.95
Brandon Moreno,Ryan Benoit,Red,0,54,143,0.37,78,167,0.47,5,13,0.38,0,0,290,21,8,3.87,3.63,0.44,0.46,0.59,0.63,0.5,1.74,1,23,93,0.24,25,95,0.26,0,1,0,0,0,16,10,8,2.88,3.65,0.39,0.22,0.58,0.72,0.4,0.28
Gray Maynard,Ryan Hall,Blue,0,12,42,0.28,17,50,0.34,0,0,0,0,0,178,13,7,1.92,2.64,0.32,0.47,0.66,0.81,0.7,2.91,0,46,117,0.39,53,124,0.43,0,2,0,0,0,0,9,2,2.38,1.33,0.5,0.09,0.65,0,2.2,0.22
Rob Font,Matt Schnell,Red,1,26,33,0.78,32,40,0.8,1,1,1,1,0,130,20,8,5.53,3.65,0.45,0.35,0.56,0.46,0.3,0.89,0,14,33,0.42,25,44,0.57,0,0,0,0,0,0,16,8,4.23,4.56,0.38,0.44,0.55,0.5,1,0.59
Dong Hyun Ma,Brendan O'Reilly,Red,0,21,32,0.65,98,116,0.84,4,4,1,0,1,595,16,11,2.84,4.1,0.41,0.53,0.54,0.33,0,1.27,0,25,38,0.65,70,85,0.82,0,2,0,1,2,221,6,3,1.9,2.77,0.47,0.43,0.39,0.36,0.6,2.22
Kailin Curran,Jamie Moyle,Blue,0,47,134,0.35,89,178,0.5,0,0,0,1,0,439,4,5,3.89,4.75,0.43,0.57,0.53,0.61,0.6,2,0,73,121,0.6,114,175,0.65,3,10,0.3,0,0,86,4,3,4.51,4,0.51,0.21,0.65,0.5,0,1
Elvis Mutapcic,Anthony Smith,Blue,0,29,81,0.35,39,93,0.42,0,0,0,0,0,258,15,6,3.41,4.27,0.4,0,0.38,0.81,0,0,1,48,90,0.53,52,94,0.55,0,0,0,1,0,3,37,19,3.21,4.47,0.48,0.26,0.46,0.48,0.6,0.49
Josh Stansbury,Devin Clark,Blue,0,36,66,0.54,83,114,0.73,0,2,0,2,0,231,4,8,3.22,3.54,0.54,0,0.54,0.87,1,0,0,47,103,0.45,115,176,0.65,1,6,0.16,0,0,280,14,9,3.03,3.24,0.54,0.32,0.44,0.58,0.1,2.17
Robert Whittaker,Derek Brunson,Red,1,33,58,0.56,35,60,0.58,0,0,0,0,0,7,26,7,4.57,3.45,0.42,0.38,0.59,0.82,0,0.81,0,19,42,0.45,25,48,0.52,0,3,0,0,0,72,23,9,3.51,3.05,0.47,0.33,0.51,0.85,0.6,3.14
Jake Matthews,Andrew Holbrook,Blue,0,22,62,0.35,29,70,0.41,3,3,1,0,0,319,19,7,3.3,2.56,0.45,0.4,0.6,0.62,0.6,1.59,0,30,53,0.56,80,106,0.75,2,2,1,3,0,173,12,3,2.2,3,0.49,0.18,0.54,0.1,2.1,0.85
Kyle Noke,Omari Akhmedov,Blue,0,16,51,0.31,44,81,0.54,0,0,0,0,0,0,22,10,3.23,2.09,0.5,0.54,0.64,0.66,0.8,1.53,0,23,74,0.31,57,113,0.5,3,4,0.75,0,0,387,21,6,2.97,2.84,0.34,0.45,0.55,0.65,0.2,2.58
Yusuke Kasuya,Alexander Volkanovski,Blue,0,4,10,0.4,7,13,0.54,1,2,0.5,0,1,99,9,3,2.17,4.34,0.44,0.33,0.48,0,0,1.36,0,50,76,0.65,55,81,0.68,3,3,1,0,1,261,26,4,6.16,3.44,0.56,0.37,0.58,0.7,0.2,1.78
Khalil Rountree Jr.,Tyson Pedro,Blue,1,3,7,0.42,10,14,0.71,0,0,0,0,0,0,14,5,3.84,4.18,0.39,0,0.5,0.58,0.1,0,0,4,7,0.57,15,21,0.71,2,2,1,1,0,189,10,5,2.9,2.39,0.59,0.3,0.56,0.5,0.8,0.76
Seo Hee Ham,Danielle Taylor,Blue,0,31,103,0.3,32,104,0.31,0,1,0,0,0,8,17,8,4.2,5.15,0.39,0,0.61,0.66,0.2,0,0,45,162,0.27,45,162,0.28,0,2,0,0,0,0,9,4,2.75,3.31,0.29,0.2,0.71,0.7,0.2,0.2
Daniel Kelly,Chris Camozzi,Red,0,39,102,0.38,84,157,0.54,4,4,1,0,0,404,13,4,3.62,4.64,0.38,0.34,0.61,0.78,0.3,1.86,0,56,115,0.48,66,127,0.52,0,0,0,0,0,0,24,13,3.57,2.96,0.44,0.19,0.56,0.57,0.5,0.27
Damien Brown,Jon Tuck,Red,0,34,130,0.26,40,136,0.29,0,1,0,1,0,0,17,12,3.66,4.86,0.38,0.27,0.5,0.53,0.7,0.68,1,39,87,0.44,73,122,0.6,0,1,0,0,0,227,10,5,3,3.74,0.4,0.33,0.6,0.5,1,0.42
Richard Walsh,Jonathan Meunier,Blue,0,18,88,0.2,33,106,0.31,2,8,0.25,1,0,173,9,5,3.84,2.72,0.46,0.4,0.58,0.66,0.2,1.55,0,74,155,0.47,105,186,0.56,1,3,0.33,0,0,80,8,1,3.47,1.43,0.5,0.33,0.69,0.58,0,0.58
Ben Nguyen,Geane Herrera,Red,1,105,255,0.41,112,262,0.43,0,1,0,0,0,2,16,8,3.51,3.01,0.4,0.33,0.59,0.63,1,0.25,0,22,107,0.2,22,107,0.21,1,5,0.2,0,0,38,9,3,1.51,5.07,0.31,0.37,0.52,0.38,0.6,0.83
Dan Hooker,Jason Knight,Blue,0,47,100,0.47,58,111,0.52,0,0,0,0,1,43,23,12,5.08,4.76,0.48,0.34,0.51,0.8,0.4,0.79,0,59,185,0.31,80,208,0.38,4,13,0.3,4,0,293,20,5,2.95,3.02,0.33,0.31,0.51,0.47,1.7,1.31
Marlon Vera,Guangyou Ning,Red,1,36,72,0.5,46,87,0.53,1,3,0.33,2,0,163,23,9,4.31,5.48,0.49,0.39,0.5,0.7,0.9,0.53,0,46,107,0.42,66,137,0.48,0,1,0,0,0,168,5,4,2.66,1.91,0.41,0.5,0.61,0.62,0.3,1.09
Yao Zhikui,Jenel Lausa,Blue,0,29,124,0.23,33,128,0.26,1,6,0.16,0,0,115,2,4,1.44,2.82,0.21,0.16,0.48,0.58,0,0.66,2,56,109,0.51,70,126,0.56,1,1,1,1,0,51,7,5,1.44,3.53,0.42,0.66,0.53,0.51,0.8,0.55
Ryan Bader,Rogerio Nogueira,Red,0,86,116,0.74,129,164,0.79,5,5,1,1,0,680,23,5,2.82,1.39,0.43,0.44,0.71,0.8,0.4,3.37,0,3,12,0.25,12,23,0.52,0,0,0,0,0,0,23,10,2.43,2.34,0.35,0.44,0.59,0.62,0.8,0.64
Thomas Almeida,Albert Morales,Red,1,41,79,0.51,42,80,0.52,0,0,0,0,0,6,22,5,4.84,4.93,0.43,0.14,0.61,0.75,0,0.17,0,18,74,0.24,18,74,0.24,1,2,0.5,0,0,36,7,4,3.81,3.96,0.35,0.35,0.56,0.7,0.2,0.91
Claudia Gadelha,Cortney Casey,Red,0,34,80,0.42,43,92,0.47,6,6,1,1,0,385,18,5,3.31,4.57,0.41,0.42,0.57,0.58,0.7,3.03,0,22,68,0.32,46,95,0.48,0,1,0,0,0,19,10,10,4.29,4,0.39,0.31,0.55,0.39,0.5,0.39
Thales Leites,Krzysztof Jotko,Blue,0,4,14,0.28,4,14,0.29,1,8,0.12,1,0,169,28,9,2.13,2.99,0.4,0.27,0.52,0.3,1.1,2.1,0,42,83,0.5,93,143,0.65,1,2,0.5,0,1,483,24,6,2.98,2.23,0.42,0.39,0.57,0.82,0.1,1.33
Warlley Alves,Kamaru Usman,Blue,0,25,73,0.34,26,74,0.35,0,0,0,1,0,0,15,7,3.25,4.21,0.48,0.5,0.5,0.8,0.9,1.35,0,71,150,0.47,129,216,0.6,1,2,0.5,1,0,322,20,4,4.36,2.74,0.52,0.45,0.54,0.89,0.1,2.82
Sergio Moraes,Zak Ottow,Red,0,35,91,0.38,53,109,0.49,1,3,0.33,0,0,244,14,6,2.42,3.73,0.42,0.38,0.59,0.75,0.4,1.2,0,44,141,0.31,50,147,0.34,0,1,0,0,0,0,17,7,2.63,2.73,0.36,0.29,0.58,0.57,0.4,0.97
Cezar Ferreira,Jack Hermansson,Red,0,10,30,0.33,10,30,0.33,1,1,1,1,0,81,13,8,1.9,2.44,0.42,0.53,0.53,0.84,0.5,2.69,0,14,49,0.28,14,49,0.29,0,0,0,0,0,2,24,8,5.09,3.69,0.44,0.3,0.56,0.8,0.4,1.53
Marcos Rogerio de Lima,Gadzhimurad Antigulov,Blue,0,2,6,0.33,11,15,0.73,0,0,0,0,1,21,22,10,3.7,2.9,0.57,0.45,0.51,0.59,0.5,1.4,0,0,4,0,0,4,0,1,1,1,1,0,29,20,8,2.08,4.21,0.55,0.36,0.4,0,1.4,5.08
Johnny Eduardo,Manvel Gamburyan,Red,1,26,54,0.48,28,56,0.5,0,0,0,0,0,31,28,13,2.95,3.22,0.39,0.2,0.63,0.58,0.4,0.22,0,11,24,0.45,13,26,0.5,0,3,0,0,0,0,15,10,2.13,2.83,0.41,0.34,0.55,0.69,0.7,3.26
Luis Henrique,Christian Colombo,Red,0,31,52,0.59,57,87,0.66,6,6,1,2,0,554,10,5,1.81,2.22,0.43,0.36,0.47,0.5,1,3.09,0,3,14,0.21,32,43,0.74,0,0,0,0,0,0,8,3,2.76,4.02,0.44,0,0.42,0.33,0,0
Pedro Munhoz,Justin Scoggins,Red,0,28,79,0.35,28,79,0.35,0,4,0,1,0,8,20,9,5.32,6.23,0.43,0.18,0.56,0.82,0.5,0.51,0,44,102,0.43,44,102,0.43,1,1,1,0,0,7,11,5,3.56,2.16,0.51,0.63,0.55,0.82,0.5,3.42
Gegard Mousasi,Uriah Hall,Red,0,20,40,0.5,20,40,0.5,1,2,0.5,0,0,44,42,6,3.75,1.21,0.5,0.6,0.68,0.59,1.1,1.59,0,12,25,0.48,12,25,0.48,0,0,0,0,0,0,18,11,3.23,3.85,0.48,0.38,0.54,0.64,0.1,0.54
Ross Pearson,Stevie Ray,Blue,0,38,92,0.41,48,104,0.46,0,0,0,0,0,8,20,16,3.68,4.09,0.4,0.35,0.62,0.75,0,0.74,0,49,117,0.41,50,119,0.42,1,3,0.33,0,0,192,23,9,3.73,2.93,0.44,0.46,0.54,0.55,0.6,0.75
Timothy Johnson,Alexander Volkov,Blue,1,43,93,0.46,62,116,0.53,1,8,0.12,0,0,273,12,4,3.43,3.08,0.45,0.24,0.44,0.69,0,1.09,0,45,84,0.53,91,141,0.65,1,2,0.5,0,0,225,37,10,5.1,3,0.57,0.63,0.54,0.73,0.2,0.49
Artem Lobov,Teruto Ishihara,Red,0,82,160,0.51,86,165,0.52,1,1,1,0,0,49,13,15,3.52,4.82,0.41,0.25,0.5,0.52,0,0.39,1,48,119,0.4,55,131,0.42,0,4,0,0,0,69,10,7,3.26,3.63,0.44,0.16,0.53,0.3,0,0.5
Magnus Cedenblad,Jack Marshman,Blue,0,36,83,0.43,78,136,0.57,3,3,1,0,0,270,14,5,2.38,3.02,0.51,0.64,0.4,0.66,1,2.87,2,42,91,0.46,50,107,0.47,0,0,0,0,0,13,23,10,2.74,4.19,0.25,0,0.56,0.2,0,0
Kyoji Horiguchi,Ali Bagautinov,Red,0,55,92,0.59,115,161,0.71,4,9,0.44,0,0,272,19,2,3.6,2.45,0.45,0.44,0.62,0.55,0,2,0,36,84,0.42,48,97,0.49,2,6,0.33,0,0,169,15,6,2.85,3.09,0.42,0.36,0.52,0.65,0.3,2.51
Kevin Lee,Magomed Mustafaev,Red,0,20,28,0.71,46,54,0.85,7,9,0.77,2,0,397,18,8,3.88,3.6,0.42,0.43,0.5,0.75,0.8,3.18,0,20,34,0.58,34,49,0.69,0,2,0,1,0,61,14,4,2.59,2.68,0.58,0.5,0.41,0.23,0.4,3.31
Anna Elmose,Amanda Cooper,Blue,1,63,129,0.48,73,139,0.53,0,0,0,0,0,134,3,2,3.68,4.64,0.49,0,0.56,0.33,0,0,0,69,172,0.4,103,213,0.48,2,3,0.66,1,0,183,3,5,3.55,3.2,0.44,0.38,0.51,0.28,1.8,1.53
Justin Ledet,Mark Godbeer,Red,0,3,11,0.27,8,17,0.47,1,1,1,1,0,75,9,4,3.35,4.82,0.39,0.5,0.49,0.42,0.2,0.23,0,5,11,0.45,7,13,0.54,0,1,0,0,0,10,13,4,3.97,3.3,0.53,0,0.54,0.28,0,0
Zak Cummings,Alexander Yakovlev,Red,0,24,80,0.3,38,94,0.4,0,0,0,1,0,70,25,7,2.96,2.91,0.35,0.28,0.55,0.66,0.6,0.62,0,18,41,0.43,18,41,0.44,1,2,0.5,0,0,2,24,10,1.74,2.41,0.47,0.35,0.58,0.72,0.1,1.66
Marion Reneau,Milana Dudieva,Red,0,48,136,0.35,72,170,0.42,1,1,1,1,0,261,9,8,3.2,3.52,0.41,0.63,0.59,0.5,0.8,0.62,0,17,47,0.36,36,68,0.53,2,4,0.5,0,0,149,11,6,0.87,3.43,0.31,0.45,0.58,0,0,2.34
Brett Johns,Kwan Ho Kwak,Red,0,49,80,0.61,127,171,0.74,11,15,0.73,0,0,596,17,2,2.86,3.84,0.49,0.49,0.53,0.58,1,4.92,0,53,128,0.41,59,134,0.44,0,0,0,0,0,9,9,2,3.29,3.45,0.41,1,0.47,0.26,0,0.78
Charlie Ward,Abdul Razak Alhassan,Blue,0,2,14,0.14,2,15,0.13,0,0,0,0,0,0,3,3,1.64,7.21,0.19,0,0.53,0,0,0,3,12,22,0.54,12,22,0.55,0,0,0,0,0,7,12,6,3.37,3.99,0.48,0.38,0.55,0.5,0.2,0.89
Eddie Alvarez,Conor McGregor,Blue,0,9,41,0.21,12,46,0.26,0,3,0,0,0,57,29,6,4.32,4.39,0.41,0.36,0.55,0.92,0.5,2.92,3,32,84,0.38,40,93,0.43,0,0,0,0,0,53,22,6,5.32,4.66,0.49,0.55,0.54,0.66,0.1,0.67
Joanna Jedrzejczyk,Karolina Kowalkiewicz,Red,0,171,360,0.47,181,371,0.49,1,1,1,0,0,209,16,5,6.28,3.25,0.48,0.62,0.62,0.8,0.1,0.27,0,50,220,0.22,63,234,0.27,0,1,0,0,0,214,16,7,5.92,5.55,0.43,0.26,0.59,0.74,0.2,0.36
Chris Weidman,Yoel Romero,Blue,0,12,47,0.25,16,54,0.3,1,8,0.12,0,0,25,15,7,2.98,3.27,0.43,0.43,0.5,0.65,0.8,3.6,1,18,40,0.45,27,51,0.53,2,3,0.66,0,0,113,13,5,3.44,3.05,0.49,0.3,0.6,0.78,0,1.57
Miesha Tate,Raquel Pennington,Blue,0,21,65,0.32,48,93,0.52,1,5,0.2,0,0,267,20,9,2.62,2.98,0.45,0.31,0.51,0.55,1.3,2.02,0,43,77,0.55,111,156,0.71,1,1,1,3,0,407,16,9,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9
Frankie Edgar,Jeremy Stephens,Red,0,40,76,0.52,45,81,0.56,5,14,0.35,2,1,289,23,11,3.77,2.82,0.4,0.31,0.65,0.65,0.3,2.29,1,33,146,0.22,41,154,0.27,0,0,0,1,0,3,28,19,3.17,3.05,0.4,0.38,0.58,0.65,0.4,1.16
Khabib Nurmagomedov,Michael Johnson,Red,0,94,142,0.66,140,190,0.74,2,6,0.33,1,0,524,29,0,4.1,1.75,0.48,0.48,0.65,0.84,0.8,5.32,0,19,77,0.24,20,78,0.26,0,0,0,1,0,0,23,19,4.27,3.83,0.39,0.41,0.57,0.81,0,0.62
